FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201804,13,0,35464,753636,"I","04/13/2018 00:00:00",,"M","Outside/Open Areas",201804
201805,28,0,35476,754296,"D","05/28/2018 00:00:00",7,"M","Under Tree",201805
201802,4,0,34944,730218,"I","02/04/2018 00:00:00",55,"M","Vehicle/Towed Trailer",201802
201802,4,0,34947,730219,"I","02/04/2018 00:00:00",63,"F","Vehicle/Towed Trailer",201802
201802,9,0,34950,730295,"I","02/09/2018 00:00:00",57,"M","Outside/Open Areas",201802
201802,10,0,34951,730812,"I","02/10/2018 00:00:00",42,"M","Vehicle/Towed Trailer",201802
201802,19,0,35266,731146,"I","02/19/2018 00:00:00",31,"F","Vehicle/Towed Trailer",201802
201802,3,0,35264,731151,"I","02/03/2018 00:00:00",15,"F","Vehicle/Towed Trailer",201802
201802,3,0,35265,731151,"I","02/03/2018 00:00:00",19,"M","Vehicle/Towed Trailer",201802
201802,5,0,35009,732556,"I","02/05/2018 00:00:00",73,"M","Vehicle/Towed Trailer",201802
201802,25,0,35267,733561,"I","02/25/2018 00:00:00",21,"M","Camping",201802
201802,18,0,35023,734019,"D","02/18/2018 00:00:00",74,"M","Outside/Open Areas",201802
201802,24,0,35215,737279,"D","02/24/2018 00:00:00",77,"M","Vehicle/Towed Trailer",201802
201802,20,0,35239,737304,"I","02/20/2018 00:00:00",18,"M","Vehicle/Towed Trailer",201802
201802,17,0,35223,739742,"D","02/17/2018 00:00:00",30,"M","Outside/Open Areas",201802
201802,3,0,35248,740978,"I","02/03/2018 00:00:00",22,"M","Vehicle/Towed Trailer",201802
201802,3,0,35249,740979,"I","02/03/2018 00:00:00",17,"F","Vehicle/Towed Trailer",201802
201802,3,0,35250,740979,"I","02/03/2018 00:00:00",13,"F","Vehicle/Towed Trailer",201802
201802,6,0,35255,741419,"D","02/06/2018 00:00:00",22,"M","Outside/Open Areas",201802
201802,20,0,35268,742240,"D","02/20/2018 00:00:00",47,"M","Vehicle/Towed Trailer",201802
201802,21,0,35274,742595,"D","02/21/2018 00:00:00",53,"M","Vehicle/Towed Trailer",201802
201802,18,0,35275,742615,"D","02/18/2018 00:00:00",74,"M","Other",201802
201802,23,0,35284,743137,"I","02/23/2018 00:00:00",,"M","Vehicle/Towed Trailer",201802
201802,22,0,35278,743238,"I","02/22/2018 00:00:00",50,"","Vehicle/Towed Trailer",201802
201802,2,0,35279,743249,"D","02/02/2018 00:00:00",70,"F","Other",201802
201802,2,0,35280,743249,"D","02/02/2018 00:00:00",61,"F","Other",201802
201802,24,0,35272,735022,"D","02/24/2018 00:00:00",79,"F","Permanent Home",201802
201802,24,0,37373,736714,"D","02/24/2018 00:00:00",69,"M","Vehicle/Towed Trailer",201802
201803,2,0,35362,746515,"D","03/02/2018 00:00:00",6,"M","Mobile/Trailer Home",201803
201803,2,0,35358,746598,"D","03/02/2018 00:00:00",44,"M","Vehicle/Towed Trailer",201803
201807,24,0,36192,759483,"D","07/24/2018 00:00:00",32,"F","Permanent Home",201807
201808,31,0,37315,782878,"I","08/31/2018 00:00:00",15,"M","In Water",201808
201811,29,0,36376,789445,"I","11/29/2018 00:00:00",20,"M","Vehicle/Towed Trailer",201811
201811,2,0,36797,791228,"D","11/02/2018 00:00:00",54,"M","Permanent Structure",201811
201811,2,0,36798,791228,"D","11/02/2018 00:00:00",37,"M","Permanent Structure",201811
201811,15,0,37218,794496,"I","11/15/2018 00:00:00",17,"M","Vehicle/Towed Trailer",201811
201811,15,0,37219,794496,"I","11/15/2018 00:00:00",26,"M","Vehicle/Towed Trailer",201811
201811,15,0,37220,794496,"I","11/15/2018 00:00:00",56,"M","Vehicle/Towed Trailer",201811
201811,15,0,37221,794496,"I","11/15/2018 00:00:00",57,"M","Vehicle/Towed Trailer",201811
201811,8,0,37251,795857,"D","11/08/2018 00:00:00",73,"M","Permanent Home",201811
201811,8,0,37252,795857,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201811,8,0,37253,795857,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201811,8,0,37254,795858,"D","11/08/2018 00:00:00",73,"M","Permanent Home",201811
201811,8,0,37255,795858,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201811,8,0,37256,795858,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201811,8,0,37257,795859,"D","11/08/2018 00:00:00",73,"M","Permanent Home",201811
201811,8,0,37258,795859,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201803,2,0,35261,740887,"D","03/02/2018 00:00:00",45,"M","Vehicle/Towed Trailer",201803
201803,28,0,35277,743228,"I","03/28/2018 00:00:00",48,"M","Vehicle/Towed Trailer",201803
201811,8,0,37259,795859,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201811,8,0,37260,795860,"D","11/08/2018 00:00:00",73,"M","Permanent Home",201811
201811,8,0,37261,795860,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201811,8,0,37262,795860,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201807,5,0,35878,754786,"D","07/05/2018 00:00:00",,"","Unknown",201807
201807,1,0,35486,755349,"D","07/01/2018 00:00:00",57,"F","Mobile/Trailer Home",201807
201807,5,0,35508,755558,"D","07/05/2018 00:00:00",,"","Unknown",201807
201807,7,0,35489,756196,"D","07/07/2018 00:00:00",62,"M","In Water",201807
201807,5,0,35668,756201,"I","07/05/2018 00:00:00",72,"M","Outside/Open Areas",201807
201807,10,0,35688,756300,"D","07/10/2018 00:00:00",36,"F","Vehicle/Towed Trailer",201807
201807,10,0,35689,756300,"D","07/10/2018 00:00:00",77,"M","Vehicle/Towed Trailer",201807
201807,19,0,35788,758037,"D","07/19/2018 00:00:00",3,"M","Vehicle/Towed Trailer",201807
201807,19,0,35551,759719,"D","07/19/2018 00:00:00",32,"M","In Water",201807
201807,11,0,35622,760551,"D","07/11/2018 00:00:00",61,"M","In Water",201807
201811,8,0,37263,795861,"D","11/08/2018 00:00:00",73,"M","Permanent Home",201811
201807,3,0,35901,761147,"D","07/03/2018 00:00:00",24,"M","In Water",201807
201807,17,0,35571,761300,"D","07/17/2018 00:00:00",60,"M","Outside/Open Areas",201807
201807,1,0,35577,762222,"D","07/01/2018 00:00:00",47,"F","In Water",201807
201807,29,0,35579,762346,"D","07/29/2018 00:00:00",65,"M","In Water",201807
201807,23,0,35626,763448,"D","07/23/2018 00:00:00",56,"M","Under Tree",201807
201807,19,0,35612,764060,"D","07/19/2018 00:00:00",64,"M","Outside/Open Areas",201807
201807,9,0,35883,766986,"D","07/09/2018 00:00:00",0,"M","Mobile/Trailer Home",201807
201807,14,0,35670,767811,"D","07/14/2018 00:00:00",36,"M","Outside/Open Areas",201807
201807,29,0,35671,767811,"D","07/29/2018 00:00:00",33,"M","Under Tree",201807
201807,14,0,35672,768073,"D","07/14/2018 00:00:00",36,"M","Outside/Open Areas",201807
201807,29,0,35673,768073,"D","07/29/2018 00:00:00",33,"M","Under Tree",201807
201811,8,0,37264,795861,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201811,8,0,37265,795861,"D","11/08/2018 00:00:00",,"","Vehicle/Towed Trailer",201811
201807,2,0,35725,773530,"I","07/02/2018 00:00:00",62,"M","Unknown",201807
201807,1,0,35723,773530,"I","07/01/2018 00:00:00",53,"M","Outside/Open Areas",201807
201807,2,0,35724,773530,"D","07/02/2018 00:00:00",78,"M","Outside/Open Areas",201807
201807,2,0,35727,773530,"I","07/02/2018 00:00:00",61,"F","Outside/Open Areas",201807
201807,4,0,35729,773530,"I","07/04/2018 00:00:00",52,"M","Outside/Open Areas",201807
201807,4,0,35728,773530,"D","07/04/2018 00:00:00",78,"F","Permanent Home",201807
201807,5,0,35730,773530,"D","07/05/2018 00:00:00",49,"F","Permanent Home",201807
201807,2,0,35726,773530,"D","07/02/2018 00:00:00",65,"M","Vehicle/Towed Trailer",201807
201807,5,0,35731,773531,"D","07/05/2018 00:00:00",78,"M","Outside/Open Areas",201807
201807,6,0,35733,773532,"D","07/06/2018 00:00:00",47,"M","Outside/Open Areas",201807
201807,7,0,35734,773532,"D","07/07/2018 00:00:00",28,"M","Outside/Open Areas",201807
201807,7,0,35735,773532,"D","07/07/2018 00:00:00",47,"M","Outside/Open Areas",201807
201807,8,0,35736,773532,"D","07/08/2018 00:00:00",84,"F","Outside/Open Areas",201807
201807,9,0,35737,773532,"D","07/09/2018 00:00:00",60,"M","Outside/Open Areas",201807
201807,10,0,35739,773532,"D","07/10/2018 00:00:00",71,"M","Outside/Open Areas",201807
201807,10,0,35740,773532,"I","07/10/2018 00:00:00",46,"M","Outside/Open Areas",201807
201807,6,0,35732,773532,"D","07/06/2018 00:00:00",78,"F","Permanent Home",201807
201807,10,0,35738,773532,"D","07/10/2018 00:00:00",56,"M","Permanent Home",201807
201807,13,0,35741,773533,"I","07/13/2018 00:00:00",57,"M","Outside/Open Areas",201807
201807,11,0,35743,773534,"D","07/11/2018 00:00:00",70,"M","Outside/Open Areas",201807
201807,11,0,35744,773534,"D","07/11/2018 00:00:00",48,"M","Outside/Open Areas",201807
201807,12,0,35745,773534,"D","07/12/2018 00:00:00",62,"M","Outside/Open Areas",201807
201807,14,0,35747,773534,"D","07/14/2018 00:00:00",61,"M","Outside/Open Areas",201807
201807,11,0,35742,773534,"D","07/11/2018 00:00:00",70,"M","Permanent Home",201807
201807,12,0,35746,773534,"D","07/12/2018 00:00:00",28,"M","Vehicle/Towed Trailer",201807
201807,15,0,35748,773534,"I","07/15/2018 00:00:00",29,"M","Vehicle/Towed Trailer",201807
201807,16,0,35749,773535,"I","07/16/2018 00:00:00",47,"M","Outside/Open Areas",201807
201807,17,0,35751,773535,"I","07/17/2018 00:00:00",59,"M","Outside/Open Areas",201807
201807,17,0,35752,773535,"I","07/17/2018 00:00:00",64,"M","Outside/Open Areas",201807
201807,19,0,35754,773535,"D","07/19/2018 00:00:00",,"M","Outside/Open Areas",201807
201807,17,0,35750,773535,"D","07/17/2018 00:00:00",79,"F","Permanent Home",201807
201807,18,0,35753,773535,"I","07/18/2018 00:00:00",99,"F","Permanent Home",201807
201807,20,0,35755,773536,"D","07/20/2018 00:00:00",35,"M","Outside/Open Areas",201807
201807,20,0,35756,773536,"D","07/20/2018 00:00:00",50,"M","Outside/Open Areas",201807
201807,21,0,35757,773536,"D","07/21/2018 00:00:00",53,"M","Outside/Open Areas",201807
201807,22,0,35758,773536,"I","07/22/2018 00:00:00",63,"M","Outside/Open Areas",201807
201807,23,0,35759,773536,"I","07/23/2018 00:00:00",75,"M","Permanent Home",201807
201807,25,0,35761,773537,"I","07/25/2018 00:00:00",68,"M","Unknown",201807
201807,28,0,35773,773537,"D","07/28/2018 00:00:00",59,"M","Other",201807
201807,24,0,35760,773537,"D","07/24/2018 00:00:00",54,"M","Outside/Open Areas",201807
201807,25,0,35762,773537,"I","07/25/2018 00:00:00",75,"F","Outside/Open Areas",201807
201807,26,0,35764,773537,"D","07/26/2018 00:00:00",56,"M","Outside/Open Areas",201807
201807,26,0,35765,773537,"D","07/26/2018 00:00:00",44,"M","Outside/Open Areas",201807
201807,26,0,35766,773537,"D","07/26/2018 00:00:00",58,"M","Outside/Open Areas",201807
201807,27,0,35770,773537,"D","07/27/2018 00:00:00",41,"M","Outside/Open Areas",201807
201807,28,0,35771,773537,"D","07/28/2018 00:00:00",46,"M","Outside/Open Areas",201807
201807,28,0,35772,773537,"D","07/28/2018 00:00:00",54,"M","Outside/Open Areas",201807
201807,25,0,35763,773537,"D","07/25/2018 00:00:00",71,"F","Permanent Home",201807
201807,26,0,35767,773537,"D","07/26/2018 00:00:00",68,"M","Permanent Home",201807
201807,26,0,35768,773537,"I","07/26/2018 00:00:00",55,"M","Permanent Home",201807
201807,27,0,35769,773537,"D","07/27/2018 00:00:00",66,"F","Permanent Home",201807
201807,29,0,35774,773537,"D","07/29/2018 00:00:00",42,"F","Permanent Home",201807
201807,29,0,35775,773537,"D","07/29/2018 00:00:00",81,"M","Permanent Home",201807
201807,30,0,35776,773537,"D","07/30/2018 00:00:00",75,"M","Permanent Home",201807
201807,6,0,35880,774967,"D","07/06/2018 00:00:00",78,"M","Vehicle/Towed Trailer",201807
201807,16,0,35857,775396,"I","07/16/2018 00:00:00",25,"M","In Water",201807
201807,18,0,35858,775400,"I","07/18/2018 00:00:00",68,"M","In Water",201807
201807,15,0,35862,775579,"D","07/15/2018 00:00:00",43,"F","In Water",201807
201807,25,0,35863,775581,"D","07/25/2018 00:00:00",41,"M","In Water",201807
201807,21,0,35879,776172,"D","07/21/2018 00:00:00",20,"M","In Water",201807
201809,2,0,36066,771912,"D","09/02/2018 00:00:00",49,"M","Outside/Open Areas",201809
201809,9,0,35786,773417,"D","09/09/2018 00:00:00",9,"M","In Water",201809
201809,9,0,35777,773823,"D","09/09/2018 00:00:00",64,"M","In Water",201809
201809,10,0,35991,773826,"D","09/10/2018 00:00:00",24,"M","In Water",201809
201809,28,0,35886,776881,"I","09/28/2018 00:00:00",1,"M","Vehicle/Towed Trailer",201809
201809,28,0,35887,776881,"I","09/28/2018 00:00:00",,"F","Vehicle/Towed Trailer",201809
201809,15,0,35904,778074,"D","09/15/2018 00:00:00",17,"M","In Water",201809
201809,23,0,35990,780582,"D","09/23/2018 00:00:00",43,"M","In Water",201809
201809,7,0,36025,783402,"D","09/07/2018 00:00:00",85,"M","Permanent Home",201809
201809,7,0,36026,783402,"D","09/07/2018 00:00:00",71,"M","Permanent Home",201809
201809,9,0,36027,783403,"D","09/09/2018 00:00:00",41,"M","Outside/Open Areas",201809
201809,17,0,36028,783404,"D","09/17/2018 00:00:00",58,"M","Outside/Open Areas",201809
201809,23,0,36138,783701,"D","09/23/2018 00:00:00",23,"F","Vehicle/Towed Trailer",201809
201809,7,0,36081,784008,"D","09/07/2018 00:00:00",35,"M","Vehicle/Towed Trailer",201809
201809,8,0,36137,784424,"D","09/08/2018 00:00:00",40,"M","Vehicle/Towed Trailer",201809
201809,6,0,36077,785023,"D","09/06/2018 00:00:00",33,"M","Outside/Open Areas",201809
201809,8,0,36084,785388,"D","09/08/2018 00:00:00",69,"M","In Water",201809
201809,8,0,36087,785476,"D","09/08/2018 00:00:00",18,"F","In Water",201809
201809,8,0,36088,785476,"D","09/08/2018 00:00:00",2,"F","In Water",201809
201809,10,0,36091,785483,"D","09/10/2018 00:00:00",54,"F","Permanent Home",201809
201809,21,0,36098,786080,"D","09/21/2018 00:00:00",23,"M","In Water",201809
201809,17,0,36115,786781,"D","09/17/2018 00:00:00",53,"F","Unknown",201809
201809,29,0,36116,786876,"D","09/29/2018 00:00:00",27,"M","Outside/Open Areas",201809
201809,17,0,36119,786922,"D","09/17/2018 00:00:00",60,"M","Business",201809
201809,26,0,36136,787252,"D","09/26/2018 00:00:00",61,"F","Outside/Open Areas",201809
201809,16,0,36139,787800,"D","09/16/2018 00:00:00",0,"M","Mobile/Trailer Home",201809
201809,15,0,36140,787816,"I","09/15/2018 00:00:00",61,"F","Vehicle/Towed Trailer",201809
201809,9,0,36141,787817,"D","09/09/2018 00:00:00",49,"M","Other",201809
201809,9,0,36142,787817,"D","09/09/2018 00:00:00",41,"F","Other",201809
201809,16,0,36144,787887,"D","09/16/2018 00:00:00",1,"M","Vehicle/Towed Trailer",201809
201809,17,0,36145,787914,"D","09/17/2018 00:00:00",88,"M","Vehicle/Towed Trailer",201809
201809,18,0,36146,787921,"D","09/18/2018 00:00:00",46,"F","Vehicle/Towed Trailer",201809
201805,4,0,35538,743632,"D","05/04/2018 00:00:00",36,"M","Under Tree",201805
201805,21,0,35341,746849,"D","05/21/2018 00:00:00",,"F","In Water",201805
201806,25,0,36824,764407,"D","06/25/2018 00:00:00",14,"M","Camping",201806
201807,28,0,36185,774715,"I","07/28/2018 00:00:00",,"","Unknown",201807
201807,23,0,36186,774715,"I","07/23/2018 00:00:00",81,"M","Heavy Equipment/Construction",201807
201807,26,0,35875,774718,"I","07/26/2018 00:00:00",70,"F","Unknown",201807
201807,26,0,35872,774718,"I","07/26/2018 00:00:00",37,"M","Vehicle/Towed Trailer",201807
201807,26,0,35873,774718,"I","07/26/2018 00:00:00",5,"M","Vehicle/Towed Trailer",201807
201807,26,0,35874,774718,"I","07/26/2018 00:00:00",4,"F","Vehicle/Towed Trailer",201807
201809,14,0,36129,783856,"D","09/14/2018 00:00:00",65,"M","Outside/Open Areas",201809
201809,15,0,36130,783860,"D","09/15/2018 00:00:00",79,"F","Outside/Open Areas",201809
201809,15,0,36131,783872,"D","09/15/2018 00:00:00",81,"M","Outside/Open Areas",201809
201807,4,0,36809,784380,"D","07/04/2018 00:00:00",,"M","Outside/Open Areas",201807
201809,14,0,36074,784961,"I","09/14/2018 00:00:00",61,"","Permanent Home",201809
201809,14,0,36075,784961,"I","09/14/2018 00:00:00",63,"","Permanent Home",201809
201809,16,0,36124,784963,"D","09/16/2018 00:00:00",81,"M","Vehicle/Towed Trailer",201809
201809,15,0,36125,784966,"D","09/15/2018 00:00:00",45,"F","Vehicle/Towed Trailer",201809
201809,15,0,36126,784966,"D","09/15/2018 00:00:00",43,"F","Vehicle/Towed Trailer",201809
201809,16,0,36123,784975,"D","09/16/2018 00:00:00",23,"M","Vehicle/Towed Trailer",201809
201809,14,0,36092,785740,"D","09/14/2018 00:00:00",68,"M","Unknown",201809
201809,13,0,36128,785741,"D","09/13/2018 00:00:00",77,"M","Unknown",201809
201809,17,0,36094,785747,"I","09/17/2018 00:00:00",74,"M","Permanent Home",201809
201809,17,0,36095,785748,"I","09/17/2018 00:00:00",22,"F","Permanent Home",201809
201809,18,0,36096,785756,"I","09/18/2018 00:00:00",67,"M","Outside/Open Areas",201809
201809,15,0,36122,786489,"D","09/15/2018 00:00:00",83,"","Vehicle/Towed Trailer",201809
201809,15,0,36121,786498,"D","09/15/2018 00:00:00",51,"F","Vehicle/Towed Trailer",201809
201809,15,0,36120,786794,"D","09/15/2018 00:00:00",71,"M","Vehicle/Towed Trailer",201809
201809,25,0,36127,786993,"I","09/25/2018 00:00:00",85,"M","Outside/Open Areas",201809
201801,3,0,34676,727673,"D","01/03/2018 00:00:00",75,"M","Outside/Open Areas",201801
201801,3,0,35288,727674,"D","01/03/2018 00:00:00",88,"F","Outside/Open Areas",201801
201801,1,0,34680,727675,"D","01/01/2018 00:00:00",27,"F","Outside/Open Areas",201801
201801,10,0,34681,727697,"I","01/10/2018 00:00:00",35,"M","Vehicle/Towed Trailer",201801
201801,17,0,34824,727703,"D","01/17/2018 00:00:00",52,"F","Outside/Open Areas",201801
201801,2,0,35224,736999,"D","01/02/2018 00:00:00",,"","Outside/Open Areas",201801
201801,2,0,35226,737000,"D","01/02/2018 00:00:00",,"","Outside/Open Areas",201801
201801,16,0,35228,737656,"D","01/16/2018 00:00:00",,"M","Outside/Open Areas",201801
201801,2,0,35227,739886,"D","01/02/2018 00:00:00",,"","Outside/Open Areas",201801
201801,17,0,35232,739887,"D","01/17/2018 00:00:00",82,"F","Outside/Open Areas",201801
201801,5,0,35022,733846,"D","01/05/2018 00:00:00",46,"F","Outside/Open Areas",
201802,24,0,35270,738582,"D","02/24/2018 00:00:00",83,"M","Mobile/Trailer Home",201802
201802,20,0,35287,743753,"I","02/20/2018 00:00:00",52,"F","In Water",
201802,24,0,35369,747628,"D","02/24/2018 00:00:00",38,"F","Boating",
201801,1,0,35076,726052,"D","01/01/2018 00:00:00",52,"F","Outside/Open Areas",201801
201801,4,0,34623,726215,"I","01/04/2018 00:00:00",20,"M","Vehicle/Towed Trailer",201801
201801,4,0,34618,726225,"I","01/04/2018 00:00:00",29,"M","Vehicle/Towed Trailer",201801
201801,1,0,34619,726403,"D","01/01/2018 00:00:00",49,"M","Outside/Open Areas",201801
201801,1,0,34620,726404,"D","01/01/2018 00:00:00",,"M","Outside/Open Areas",201801
201801,3,0,34622,726483,"D","01/03/2018 00:00:00",21,"M","In Water",201801
201801,8,0,34626,726786,"I","01/08/2018 00:00:00",56,"M","Vehicle/Towed Trailer",201801
201801,12,0,34631,727203,"I","01/12/2018 00:00:00",,"M","Outside/Open Areas",201801
201801,12,0,34926,727233,"D","01/12/2018 00:00:00",18,"F","Vehicle/Towed Trailer",201801
201801,12,0,34927,727233,"D","01/12/2018 00:00:00",56,"M","Vehicle/Towed Trailer",201801
201801,17,0,35083,727488,"D","01/17/2018 00:00:00",69,"M","Outside/Open Areas",201801
201801,17,0,35084,727488,"D","01/17/2018 00:00:00",57,"F","Outside/Open Areas",201801
201801,15,0,34645,727489,"D","01/15/2018 00:00:00",52,"M","Vehicle/Towed Trailer",201801
201801,15,0,34646,727489,"D","01/15/2018 00:00:00",35,"M","Vehicle/Towed Trailer",201801
201801,18,0,34649,727604,"I","01/18/2018 00:00:00",26,"M","Vehicle/Towed Trailer",201801
201801,21,0,34686,727985,"D","01/21/2018 00:00:00",27,"M","Outside/Open Areas",201801
201801,21,0,34687,728128,"I","01/21/2018 00:00:00",60,"M","Vehicle/Towed Trailer",201801
201801,11,0,34688,728269,"I","01/11/2018 00:00:00",82,"F","Vehicle/Towed Trailer",201801
201801,12,0,35014,728565,"D","01/12/2018 00:00:00",82,"M","Outside/Open Areas",201801
201801,24,0,34923,729040,"I","01/24/2018 00:00:00",25,"M","Outside/Open Areas",201801
201801,26,0,34941,730198,"I","01/26/2018 00:00:00",26,"F","In Water",201801
201801,13,0,34968,731057,"I","01/13/2018 00:00:00",31,"F","Vehicle/Towed Trailer",201801
201801,4,0,34992,731598,"D","01/04/2018 00:00:00",65,"F","Outside/Open Areas",201801
201801,3,0,34991,731599,"D","01/03/2018 00:00:00",57,"F","Outside/Open Areas",201801
201801,3,0,34990,731600,"D","01/03/2018 00:00:00",96,"F","Outside/Open Areas",201801
201801,1,0,34989,731601,"D","01/01/2018 00:00:00",55,"M","Outside/Open Areas",201801
201801,17,0,35066,731727,"I","01/17/2018 00:00:00",48,"M","Outside/Open Areas",201801
201801,2,0,35175,733015,"D","01/02/2018 00:00:00",45,"F","Outside/Open Areas",201801
201801,17,0,35020,733767,"I","01/17/2018 00:00:00",48,"M","Outside/Open Areas",201801
201801,17,0,35021,733767,"I","01/17/2018 00:00:00",63,"M","Vehicle/Towed Trailer",201801
201801,6,0,35089,734468,"I","01/06/2018 00:00:00",14,"M","Outside/Open Areas",201801
201801,9,0,35038,734679,"I","01/09/2018 00:00:00",,"","Vehicle/Towed Trailer",201801
201801,9,0,35039,734679,"I","01/09/2018 00:00:00",,"","Vehicle/Towed Trailer",201801
201801,2,0,35073,734806,"D","01/02/2018 00:00:00",60,"F","Outside/Open Areas",201801
201801,7,0,35074,734809,"D","01/07/2018 00:00:00",19,"M","Outside/Open Areas",201801
201801,24,0,35060,734908,"I","01/24/2018 00:00:00",41,"M","Vehicle/Towed Trailer",201801
201801,24,0,35061,734912,"I","01/24/2018 00:00:00",,"M","Vehicle/Towed Trailer",201801
201801,24,0,35062,734912,"I","01/24/2018 00:00:00",,"","Vehicle/Towed Trailer",201801
201801,17,0,35067,735408,"I","01/17/2018 00:00:00",57,"M","Outside/Open Areas",201801
201801,17,0,35068,735409,"I","01/17/2018 00:00:00",0,"M","Vehicle/Towed Trailer",201801
201801,17,0,35085,735822,"I","01/17/2018 00:00:00",6,"M","Outside/Open Areas",201801
