FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201801,10,0,35077,735911,"D","01/10/2018 00:00:00",59,"M","Vehicle/Towed Trailer",201801
201801,9,0,35091,736574,"I","01/09/2018 00:00:00",65,"M","Outside/Open Areas",201801
201801,5,0,35090,737012,"I","01/05/2018 00:00:00",36,"F","Outside/Open Areas",201801
201801,3,0,35092,737092,"I","01/03/2018 00:00:00",57,"M","Vehicle/Towed Trailer",201801
201801,3,0,35093,737092,"I","01/03/2018 00:00:00",73,"M","Vehicle/Towed Trailer",201801
201801,8,0,35136,737106,"I","01/08/2018 00:00:00",23,"F","Vehicle/Towed Trailer",201801
201801,9,0,35194,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35195,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35196,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35197,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35198,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35199,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35200,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35201,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35202,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35203,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35204,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35205,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35206,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35207,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35208,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35209,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35210,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35211,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35212,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35213,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,9,0,35214,737349,"D","01/09/2018 00:00:00",,"","Unknown",201801
201801,17,0,35139,737398,"D","01/17/2018 00:00:00",72,"F","Permanent Structure",201801
201801,10,0,35162,737434,"D","01/10/2018 00:00:00",36,"M","Vehicle/Towed Trailer",201801
201801,20,0,35161,737438,"D","01/20/2018 00:00:00",46,"M","Vehicle/Towed Trailer",201801
201801,25,0,35167,737504,"D","01/25/2018 00:00:00",68,"F","Outside/Open Areas",201801
201801,2,0,35171,737519,"I","01/02/2018 00:00:00",64,"M","Vehicle/Towed Trailer",201801
201801,17,0,35181,737640,"D","01/17/2018 00:00:00",84,"M","Permanent Home",201801
201801,1,0,35182,737791,"D","01/01/2018 00:00:00",,"","Outside/Open Areas",201801
201801,12,0,35183,737796,"D","01/12/2018 00:00:00",,"","Outside/Open Areas",201801
201801,1,0,35190,738328,"I","01/01/2018 00:00:00",21,"M","Vehicle/Towed Trailer",201801
201801,1,0,35189,738329,"D","01/01/2018 00:00:00",,"M","Outside/Open Areas",201801
201808,3,0,35623,764696,"I","08/03/2018 00:00:00",53,"M","Vehicle/Towed Trailer",201808
201808,20,0,35853,774127,"I","08/20/2018 00:00:00",34,"M","In Water",201808
201808,20,0,35854,774128,"I","08/20/2018 00:00:00",32,"F","In Water",201808
201808,20,0,35994,775409,"D","08/20/2018 00:00:00",70,"M","Outside/Open Areas",201808
201809,30,0,36036,779523,"D","09/30/2018 00:00:00",28,"M","Outside/Open Areas",201809
201807,24,0,36037,783544,"D","07/24/2018 00:00:00",,"M","Outside/Open Areas",201807
201810,15,0,36766,790779,"D","10/15/2018 00:00:00",1,"F","Vehicle/Towed Trailer",201810
201807,6,0,36792,771715,"D","07/06/2018 00:00:00",67,"M","Outside/Open Areas",201807
201807,10,0,37266,774393,"D","07/10/2018 00:00:00",39,"M","Under Tree",201807
201810,1,0,37281,797027,"D","10/01/2018 00:00:00",63,"M","In Water",201810
201808,28,0,37284,773906,"D","08/28/2018 00:00:00",30,"M","In Water",201808
201811,12,0,36068,784797,"I","11/12/2018 00:00:00",77,"M","Vehicle/Towed Trailer",201811
201811,12,0,36079,785131,"D","11/12/2018 00:00:00",39,"M","Outside/Open Areas",201811
201811,1,0,36086,785299,"I","11/01/2018 00:00:00",19,"F","Vehicle/Towed Trailer",201811
201811,25,0,36179,786744,"I","11/25/2018 00:00:00",78,"M","Vehicle/Towed Trailer",201811
201811,17,0,36181,788617,"I","11/17/2018 00:00:00",38,"F","Vehicle/Towed Trailer",201811
201811,28,0,36470,789509,"I","11/28/2018 00:00:00",54,"M","Vehicle/Towed Trailer",201811
201811,17,0,36825,792470,"I","11/17/2018 00:00:00",48,"M","Permanent Home",201811
201811,25,0,36827,791728,"D","11/25/2018 00:00:00",37,"F","Outside/Open Areas",201811
201811,9,0,36829,788886,"I","11/09/2018 00:00:00",19,"M","Vehicle/Towed Trailer",201811
201811,4,0,36830,792571,"D","11/04/2018 00:00:00",46,"M","In Water",201811
201811,4,0,36831,792571,"D","11/04/2018 00:00:00",52,"F","In Water",201811
201811,7,0,36832,792641,"I","11/07/2018 00:00:00",78,"M","Vehicle/Towed Trailer",201811
201811,14,0,36853,793520,"I","11/14/2018 00:00:00",76,"F","Vehicle/Towed Trailer",201811
201811,14,0,36854,793520,"I","11/14/2018 00:00:00",61,"F","Vehicle/Towed Trailer",201811
201811,6,0,37217,794526,"D","11/06/2018 00:00:00",41,"F","Permanent Home",201811
201801,21,0,35165,737466,"D","01/21/2018 00:00:00",,"M","In Water",201801
201803,24,0,35173,737542,"D","03/24/2018 00:00:00",,"M","In Water",201803
201808,2,0,35659,767747,"D","08/02/2018 00:00:00",47,"M","In Water",201808
201808,2,0,35660,767747,"D","08/02/2018 00:00:00",17,"M","In Water",201808
201808,5,0,37658,767750,"D","08/05/2018 00:00:00",53,"M","In Water",201808
201808,5,0,35662,767801,"D","08/05/2018 00:00:00",30,"M","In Water",201808
201808,1,0,35663,767803,"D","08/01/2018 00:00:00",18,"F","In Water",201808
201808,5,0,35664,767805,"D","08/05/2018 00:00:00",50,"M","In Water",201808
201809,6,0,35781,774125,"I","09/06/2018 00:00:00",17,"M","In Water",201809
201809,3,0,37660,774666,"D","09/03/2018 00:00:00",,"M","In Water",201809
201810,20,0,36649,780506,"I","10/20/2018 00:00:00",52,"M","Boating",201810
201809,4,0,36162,785090,"D","09/04/2018 00:00:00",2,"F","Mobile/Trailer Home",201809
201809,17,0,36106,785711,"I","09/17/2018 00:00:00",73,"M","Unknown",201809
201809,14,0,36108,785715,"I","09/14/2018 00:00:00",86,"F","Permanent Home",201809
201809,14,0,36109,785715,"I","09/14/2018 00:00:00",86,"M","Permanent Home",201809
201809,14,0,36110,785716,"I","09/14/2018 00:00:00",81,"M","Unknown",201809
201809,16,0,36101,786266,"D","09/16/2018 00:00:00",73,"M","Vehicle/Towed Trailer",201809
201809,17,0,36102,786266,"D","09/17/2018 00:00:00",65,"M","Vehicle/Towed Trailer",201809
201809,17,0,36104,786268,"D","09/17/2018 00:00:00",52,"M","Vehicle/Towed Trailer",201809
201809,22,0,36132,786315,"I","09/22/2018 00:00:00",87,"M","Unknown",201809
201810,14,0,37382,786913,"D","10/14/2018 00:00:00",11,"M","In Water",201810
201810,14,0,37383,786913,"D","10/14/2018 00:00:00",16,"M","In Water",201810
201810,8,0,37448,788080,"D","10/08/2018 00:00:00",63,"F","Camping",201810
201810,8,0,37449,788080,"D","10/08/2018 00:00:00",65,"M","Camping",201810
201810,8,0,37451,788080,"D","10/08/2018 00:00:00",51,"M","Camping",201810
201811,8,0,37562,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37563,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37564,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37565,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37566,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37567,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37568,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37569,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37570,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37571,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37572,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37574,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37575,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37577,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37578,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37579,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37580,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37581,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37582,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37583,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37585,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37586,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37587,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37588,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37589,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37590,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37591,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37592,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37593,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37594,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37595,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37597,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37598,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37599,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37600,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37601,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37602,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37603,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37604,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37605,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37606,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37608,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37610,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37611,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37612,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37613,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37614,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37615,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37616,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37617,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37618,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37620,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37621,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37622,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37623,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37624,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37625,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37626,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37627,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37628,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37629,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37630,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37632,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37633,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37634,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37635,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37636,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37637,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,12,0,37227,784798,"I","11/12/2018 00:00:00",62,"F","Vehicle/Towed Trailer",201811
201811,8,0,37638,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201805,8,0,35566,744182,"I","05/08/2018 00:00:00",36,"F","Vehicle/Towed Trailer",201805
201805,8,0,35567,744182,"I","05/08/2018 00:00:00",5,"F","Vehicle/Towed Trailer",201805
201811,8,0,37639,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37640,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201805,16,0,35342,746894,"I","05/16/2018 00:00:00",1,"F","Vehicle/Towed Trailer",201805
201805,15,0,35448,747018,"D","05/15/2018 00:00:00",0,"F","Vehicle/Towed Trailer",201805
201805,21,0,35375,748170,"I","05/21/2018 00:00:00",,"M","Outside/Open Areas",201805
201805,30,0,35423,750890,"D","05/30/2018 00:00:00",52,"F","In Water",201805
201805,18,0,35424,751595,"D","05/18/2018 00:00:00",59,"M","In Water",201805
201805,19,0,35429,751955,"D","05/19/2018 00:00:00",5,"M","In Water",201805
201805,25,0,35430,751966,"D","05/25/2018 00:00:00",31,"M","In Water",201805
201805,31,0,35431,751974,"D","05/31/2018 00:00:00",61,"M","In Water",201805
201805,25,0,35436,751979,"D","05/25/2018 00:00:00",28,"M","In Water",201805
201805,16,0,35562,753726,"D","05/16/2018 00:00:00",53,"F","Outside/Open Areas",201805
201811,8,0,37643,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201805,13,0,35477,754418,"D","05/13/2018 00:00:00",18,"M","In Water",201805
201805,13,0,35478,754420,"D","05/13/2018 00:00:00",39,"M","In Water",201805
201805,13,0,35499,754422,"D","05/13/2018 00:00:00",34,"F","In Water",201805
201805,1,0,35483,754749,"I","05/01/2018 00:00:00",47,"M","Vehicle/Towed Trailer",201805
201805,10,0,35491,756269,"D","05/10/2018 00:00:00",88,"M","Outside/Open Areas",201805
201805,10,0,35492,756269,"I","05/10/2018 00:00:00",54,"M","Outside/Open Areas",201805
201805,29,0,35493,756270,"I","05/29/2018 00:00:00",61,"M","Outside/Open Areas",201805
201811,8,0,37644,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201805,31,0,35539,757297,"D","05/31/2018 00:00:00",,"","Vehicle/Towed Trailer",201805
201811,8,0,37645,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37646,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201805,19,0,35531,758794,"I","05/19/2018 00:00:00",57,"M","Boating",201805
201805,25,0,35532,758796,"I","05/25/2018 00:00:00",50,"F","Outside/Open Areas",201805
201805,19,0,35533,758860,"D","05/19/2018 00:00:00",59,"F","Permanent Home",201805
201805,30,0,35549,759312,"I","05/30/2018 00:00:00",68,"M","Permanent Home",201805
201805,30,0,35550,759312,"I","05/30/2018 00:00:00",66,"F","Permanent Home",201805
201811,8,0,37647,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201810,10,0,37764,789475,"I","10/10/2018 00:00:00",42,"M","Long Span Roof",201810
201810,10,0,37746,789475,"I","10/10/2018 00:00:00",64,"M","Outside/Open Areas",201810
201810,10,0,37747,789475,"I","10/10/2018 00:00:00",43,"M","Outside/Open Areas",201810
201805,28,0,35560,760172,"I","05/28/2018 00:00:00",36,"M","Vehicle/Towed Trailer",201805
201805,28,0,35561,760172,"I","05/28/2018 00:00:00",35,"M","Vehicle/Towed Trailer",201805
201805,27,0,35569,761126,"D","05/27/2018 00:00:00",68,"M","Vehicle/Towed Trailer",201805
201805,26,0,35574,761444,"D","05/26/2018 00:00:00",2,"","In Water",201805
201805,12,0,35602,763337,"D","05/12/2018 00:00:00",,"","Boating",201805
201810,10,0,37748,789475,"I","10/10/2018 00:00:00",61,"M","Outside/Open Areas",201810
201810,10,0,37755,789475,"I","10/10/2018 00:00:00",64,"M","Outside/Open Areas",201810
201810,10,0,37757,789475,"I","10/10/2018 00:00:00",60,"M","Outside/Open Areas",201810
201810,10,0,37758,789475,"I","10/10/2018 00:00:00",64,"M","Outside/Open Areas",201810
201810,10,0,37761,789475,"I","10/10/2018 00:00:00",63,"M","Outside/Open Areas",201810
201810,10,0,37762,789475,"I","10/10/2018 00:00:00",55,"M","Outside/Open Areas",201810
201810,10,0,37763,789475,"I","10/10/2018 00:00:00",51,"M","Outside/Open Areas",201810
201810,10,0,37745,789475,"I","10/10/2018 00:00:00",28,"M","Permanent Home",201810
201810,10,0,37749,789475,"I","10/10/2018 00:00:00",52,"M","Permanent Home",201810
201810,10,0,37750,789475,"I","10/10/2018 00:00:00",79,"F","Permanent Home",201810
201810,10,0,37751,789475,"I","10/10/2018 00:00:00",81,"M","Permanent Home",201810
201810,10,0,37752,789475,"I","10/10/2018 00:00:00",68,"M","Permanent Home",201810
201810,10,0,37753,789475,"I","10/10/2018 00:00:00",67,"M","Permanent Home",201810
201810,10,0,37754,789475,"I","10/10/2018 00:00:00",70,"M","Permanent Home",201810
201810,10,0,37756,789475,"I","10/10/2018 00:00:00",94,"F","Permanent Home",201810
201810,10,0,37759,789475,"I","10/10/2018 00:00:00",77,"M","Permanent Home",201810
201810,10,0,37765,789475,"I","10/10/2018 00:00:00",78,"M","Permanent Home",201810
201810,20,0,36652,789972,"I","10/20/2018 00:00:00",52,"F","Vehicle/Towed Trailer",201810
201810,10,0,37826,790374,"I","10/10/2018 00:00:00",49,"M","Outside/Open Areas",201810
201810,10,0,37827,790374,"I","10/10/2018 00:00:00",21,"M","Under Tree",201810
201810,10,0,37828,790374,"D","10/10/2018 00:00:00",70,"M","Vehicle/Towed Trailer",201810
201810,10,0,36742,790377,"I","10/10/2018 00:00:00",82,"M","Permanent Home",201810
201810,10,0,37777,790378,"I","10/10/2018 00:00:00",48,"M","Vehicle/Towed Trailer",201810
201810,10,0,36743,790379,"I","10/10/2018 00:00:00",48,"M","Permanent Structure",201810
201810,10,0,37789,790380,"I","10/10/2018 00:00:00",58,"M","Outside/Open Areas",201810
201810,10,0,37788,790380,"I","10/10/2018 00:00:00",87,"F","Permanent Home",201810
201810,10,0,37787,790380,"I","10/10/2018 00:00:00",72,"F","Permanent Structure",201810
201810,10,0,37824,790381,"D","10/10/2018 00:00:00",44,"M","Permanent Home",201810
201810,10,0,37825,790381,"I","10/10/2018 00:00:00",71,"M","Permanent Home",201810
201810,10,0,37784,790382,"I","10/10/2018 00:00:00",55,"M","Outside/Open Areas",201810
201810,10,0,37785,790382,"I","10/10/2018 00:00:00",39,"M","Outside/Open Areas",201810
201810,10,0,37786,790382,"I","10/10/2018 00:00:00",41,"F","Outside/Open Areas",201810
201810,10,0,37783,790382,"I","10/10/2018 00:00:00",78,"M","Permanent Home",201810
201810,10,0,37776,790383,"I","10/10/2018 00:00:00",47,"F","Permanent Home",201810
201810,10,0,37782,790384,"I","10/10/2018 00:00:00",57,"M","Long Span Roof",201810
201810,10,0,37778,790384,"D","10/10/2018 00:00:00",67,"M","Mobile/Trailer Home",201810
201810,10,0,37780,790384,"I","10/10/2018 00:00:00",91,"M","Outside/Open Areas",201810
201810,10,0,37779,790384,"I","10/10/2018 00:00:00",67,"M","Permanent Home",201810
201810,10,0,37781,790384,"I","10/10/2018 00:00:00",61,"M","Permanent Home",201810
201810,10,0,37772,790385,"I","10/10/2018 00:00:00",52,"M","Outside/Open Areas",201810
201810,10,0,37773,790385,"I","10/10/2018 00:00:00",22,"M","Outside/Open Areas",201810
201810,10,0,37775,790385,"I","10/10/2018 00:00:00",60,"M","Outside/Open Areas",201810
201810,10,0,37774,790385,"I","10/10/2018 00:00:00",93,"M","Permanent Structure",201810
201810,10,0,37829,790398,"D","10/10/2018 00:00:00",11,"F","Permanent Home",201810
201810,10,0,37732,790424,"D","10/10/2018 00:00:00",87,"M","Permanent Home",201810
201810,10,0,37733,790424,"D","10/10/2018 00:00:00",79,"F","Permanent Home",201810
201810,10,0,37734,790424,"D","10/10/2018 00:00:00",60,"F","Permanent Home",201810
201810,10,0,37735,790424,"D","10/10/2018 00:00:00",65,"M","Permanent Home",201810
201810,10,0,37740,790425,"D","10/10/2018 00:00:00",70,"M","Vehicle/Towed Trailer",201810
201810,10,0,37744,790426,"I","10/10/2018 00:00:00",82,"M","Permanent Home",201810
201812,1,0,37279,796756,"D","12/01/2018 00:00:00",34,"M","Permanent Structure",201812
201812,28,0,37375,799751,"D","12/28/2018 00:00:00",27,"M","In Water",201812
201803,25,0,37656,737543,"D","03/25/2018 00:00:00",17,"M","In Water",201803
201809,17,0,36107,785711,"I","09/17/2018 00:00:00",62,"M","Unknown",201809
201810,8,0,37450,788080,"D","10/08/2018 00:00:00",55,"M","Camping",201810
201811,8,0,37573,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37584,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37596,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37607,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37619,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37631,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37642,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37576,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37609,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201811,8,0,37641,788675,"D","11/08/2018 00:00:00",,"","Unknown",201811
201810,10,0,37760,789475,"I","10/10/2018 00:00:00",91,"M","In Water",201810
201803,22,0,35913,740496,"D","03/22/2018 00:00:00",72,"F","Vehicle/Towed Trailer",201803
201803,22,0,35914,740496,"D","03/22/2018 00:00:00",67,"M","Vehicle/Towed Trailer",201803
201803,8,0,35360,743586,"D","03/08/2018 00:00:00",34,"M","Vehicle/Towed Trailer",201803
201803,8,0,35361,743586,"D","03/08/2018 00:00:00",43,"M","Vehicle/Towed Trailer",201803
201803,7,0,35337,743596,"D","03/07/2018 00:00:00",49,"F","Vehicle/Towed Trailer",201803
201805,5,0,35992,745602,"D","05/05/2018 00:00:00",45,"F","In Water",201805
201805,15,0,36049,756478,"D","05/15/2018 00:00:00",,"F","Under Tree",201805
201805,15,0,36064,756718,"D","05/15/2018 00:00:00",80,"F","Under Tree",201805
